index,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,set,Expenses,group,Cabin_y,VIP_y,HomePlanet_y,Destination_y,Cabin_y,VIP_y,HomePlanet_y,Destination_y,Cabin_y,VIP_y,HomePlanet_y,Destination_y,Cabin_y,VIP_y,HomePlanet_y,Destination_y,Cabin_y,VIP_y,HomePlanet_y,Destination_y
6048,6400_01,Europa,False,A/76/S,55 Cancri e,40.0,False,0.0,1677.0,0.0,109.0,320.0,Eltard Slable,True,1,2106.0,6400,A/76/S,False,Europa,55 Cancri e,A/76/S,False,Europa,55 Cancri e,A/76/S,False,Europa,55 Cancri e,A/76/S,False,Europa,55 Cancri e,A/76/S,False,Europa,55 Cancri e
6049,6400_02,Europa,False,A/76/S,55 Cancri e,34.0,True,0.0,618.0,0.0,0.0,10888.0,Arino Slable,False,1,11506.0,6400,A/76/S,False,Europa,55 Cancri e,A/76/S,False,Europa,55 Cancri e,A/76/S,False,Europa,55 Cancri e,A/76/S,False,Europa,55 Cancri e,A/76/S,False,Europa,55 Cancri e
2913,6401_01,Europa,False,C/196/P,TRAPPIST-1e,30.0,False,201.0,2875.0,0.0,75.0,6.0,Hadlam Maging,,0,3157.0,6401,C/196/P,False,Europa,TRAPPIST-1e,C/196/P,False,Europa,TRAPPIST-1e,C/196/P,False,Europa,TRAPPIST-1e,C/196/P,False,Europa,TRAPPIST-1e,C/196/P,False,Europa,TRAPPIST-1e
2914,6401_02,Europa,False,C/196/P,55 Cancri e,26.0,False,108.0,350.0,0.0,2941.0,85.0,Taurion Maging,,0,3484.0,6401,C/196/P,False,Europa,TRAPPIST-1e,C/196/P,False,Europa,TRAPPIST-1e,C/196/P,False,Europa,TRAPPIST-1e,C/196/P,False,Europa,TRAPPIST-1e,C/196/P,False,Europa,TRAPPIST-1e
6053,6402_04,Earth,False,G/1032/P,PSO J318.5-22,18.0,False,0.0,0.0,1720.0,1.0,0.0,Fayen Bradamss,True,1,1721.0,6402,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e
6050,6402_01,Earth,False,G/1032/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Ianley Knoxonway,False,1,0.0,6402,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e
6051,6402_02,Earth,True,G/1032/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Hanna Knoxonway,False,1,0.0,6402,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e
6054,6402_05,,False,G/1032/P,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Elene Knoxonway,False,1,0.0,6402,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e
6052,6402_03,Earth,True,G/1032/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Paulah Knoxonway,True,1,0.0,6402,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e,G/1032/P,False,Earth,TRAPPIST-1e
6056,6405_01,,False,F/1224/S,PSO J318.5-22,19.0,False,54.0,0.0,0.0,42.0,986.0,Rayne Toddleton,False,1,1082.0,6405,F/1224/S,False,Earth,PSO J318.5-22,F/1224/S,False,Earth,PSO J318.5-22,F/1224/S,False,Earth,PSO J318.5-22,F/1224/S,False,Earth,PSO J318.5-22,F/1224/S,False,Earth,PSO J318.5-22
6057,6405_02,Earth,True,,,2.0,False,0.0,0.0,0.0,0.0,0.0,Feline Toddleton,True,1,0.0,6405,F/1224/S,False,Earth,PSO J318.5-22,F/1224/S,False,Earth,PSO J318.5-22,F/1224/S,False,Earth,PSO J318.5-22,F/1224/S,False,Earth,PSO J318.5-22,F/1224/S,False,Earth,PSO J318.5-22
6058,6405_03,Earth,True,G/1039/S,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Andary Toddleton,True,1,0.0,6405,F/1224/S,False,Earth,PSO J318.5-22,F/1224/S,False,Earth,PSO J318.5-22,F/1224/S,False,Earth,PSO J318.5-22,F/1224/S,False,Earth,PSO J318.5-22,F/1224/S,False,Earth,PSO J318.5-22
6059,6405_04,Earth,False,G/1039/S,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Diandy Toddleton,True,1,0.0,6405,F/1224/S,False,Earth,PSO J318.5-22,F/1224/S,False,Earth,PSO J318.5-22,F/1224/S,False,Earth,PSO J318.5-22,F/1224/S,False,Earth,PSO J318.5-22,F/1224/S,False,Earth,PSO J318.5-22
6061,6406_02,Europa,True,B/249/S,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Giedir Belstrut,True,1,0.0,6406,B/249/S,False,Europa,55 Cancri e,B/249/S,False,Europa,55 Cancri e,B/249/S,False,Europa,55 Cancri e,B/249/S,False,Europa,55 Cancri e,B/249/S,False,Europa,55 Cancri e
6060,6406_01,Europa,True,,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,Arkeb Belstrut,True,1,0.0,6406,B/249/S,False,Europa,55 Cancri e,B/249/S,False,Europa,55 Cancri e,B/249/S,False,Europa,55 Cancri e,B/249/S,False,Europa,55 Cancri e,B/249/S,False,Europa,55 Cancri e
2916,6410_01,Europa,False,D/201/P,TRAPPIST-1e,29.0,False,0.0,536.0,0.0,1644.0,4.0,Arkard Idlatchse,,0,2184.0,6410,D/201/P,False,Europa,TRAPPIST-1e,D/201/P,False,Europa,TRAPPIST-1e,D/201/P,False,Europa,TRAPPIST-1e,D/201/P,False,Europa,TRAPPIST-1e,D/201/P,False,Europa,TRAPPIST-1e
2917,6410_02,Europa,False,D/201/P,TRAPPIST-1e,32.0,False,0.0,85.0,0.0,2077.0,802.0,Batenah Tiouserful,,0,2964.0,6410,D/201/P,False,Europa,TRAPPIST-1e,D/201/P,False,Europa,TRAPPIST-1e,D/201/P,False,Europa,TRAPPIST-1e,D/201/P,False,Europa,TRAPPIST-1e,D/201/P,False,Europa,TRAPPIST-1e
6074,6421_02,Europa,False,,TRAPPIST-1e,29.0,False,0.0,577.0,0.0,5568.0,432.0,Saxino Redand,False,1,6577.0,6421,C/197/P,False,Europa,55 Cancri e,C/197/P,False,Europa,55 Cancri e,C/197/P,False,Europa,55 Cancri e,C/197/P,False,Europa,55 Cancri e,C/197/P,False,Europa,55 Cancri e
6073,6421_01,Europa,True,C/197/P,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,Azhab Redand,True,1,0.0,6421,C/197/P,False,Europa,55 Cancri e,C/197/P,False,Europa,55 Cancri e,C/197/P,False,Europa,55 Cancri e,C/197/P,False,Europa,55 Cancri e,C/197/P,False,Europa,55 Cancri e
6077,6422_03,Mars,False,F/1330/P,TRAPPIST-1e,23.0,False,1233.0,0.0,527.0,0.0,0.0,Tote Peake,False,1,1760.0,6422,F/1330/P,False,Mars,TRAPPIST-1e,F/1330/P,False,Mars,TRAPPIST-1e,F/1330/P,False,Mars,TRAPPIST-1e,F/1330/P,False,Mars,TRAPPIST-1e,F/1330/P,False,Mars,TRAPPIST-1e
6078,6422_04,Mars,False,E/408/P,TRAPPIST-1e,34.0,False,801.0,0.0,246.0,1.0,0.0,Unchre Panie,False,1,1048.0,6422,F/1330/P,False,Mars,TRAPPIST-1e,F/1330/P,False,Mars,TRAPPIST-1e,F/1330/P,False,Mars,TRAPPIST-1e,F/1330/P,False,Mars,TRAPPIST-1e,F/1330/P,False,Mars,TRAPPIST-1e
6076,6422_02,Mars,True,F/1330/P,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Oats Panie,True,1,0.0,6422,F/1330/P,False,Mars,TRAPPIST-1e,F/1330/P,False,Mars,TRAPPIST-1e,F/1330/P,False,Mars,TRAPPIST-1e,F/1330/P,False,Mars,TRAPPIST-1e,F/1330/P,False,Mars,TRAPPIST-1e
6075,6422_01,Mars,False,F/1330/P,TRAPPIST-1e,23.0,False,1533.0,0.0,858.0,297.0,0.0,Hones Panie,False,1,2688.0,6422,F/1330/P,False,Mars,TRAPPIST-1e,F/1330/P,False,Mars,TRAPPIST-1e,F/1330/P,False,Mars,TRAPPIST-1e,F/1330/P,False,Mars,TRAPPIST-1e,F/1330/P,False,Mars,TRAPPIST-1e
2921,6425_01,Mars,False,F/1332/P,TRAPPIST-1e,41.0,False,1455.0,0.0,0.0,1.0,0.0,Hamus Gres,,0,1456.0,6425,F/1332/P,False,Mars,TRAPPIST-1e,F/1332/P,False,Mars,TRAPPIST-1e,F/1332/P,False,Mars,TRAPPIST-1e,F/1332/P,False,Mars,TRAPPIST-1e,F/1332/P,False,Mars,TRAPPIST-1e
2922,6425_02,Mars,True,E/409/P,,22.0,False,0.0,0.0,0.0,0.0,0.0,Guans Gres,,0,0.0,6425,F/1332/P,False,Mars,TRAPPIST-1e,F/1332/P,False,Mars,TRAPPIST-1e,F/1332/P,False,Mars,TRAPPIST-1e,F/1332/P,False,Mars,TRAPPIST-1e,F/1332/P,False,Mars,TRAPPIST-1e
6081,6428_02,Europa,True,C/198/P,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Alphah Pumbody,True,1,0.0,6428,C/198/P,False,Europa,55 Cancri e,C/198/P,False,Europa,55 Cancri e,C/198/P,False,Europa,55 Cancri e,C/198/P,False,Europa,55 Cancri e,C/198/P,False,Europa,55 Cancri e
6080,6428_01,Europa,True,C/198/P,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,Nesch Pumbody,True,1,0.0,6428,C/198/P,False,Europa,55 Cancri e,C/198/P,False,Europa,55 Cancri e,C/198/P,False,Europa,55 Cancri e,C/198/P,False,Europa,55 Cancri e,C/198/P,False,Europa,55 Cancri e
6084,6431_02,Earth,True,G/1038/P,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Timyra Kramosley,True,1,0.0,6431,F/1334/P,False,Earth,55 Cancri e,F/1334/P,False,Earth,55 Cancri e,F/1334/P,False,Earth,55 Cancri e,F/1334/P,False,Earth,55 Cancri e,F/1334/P,False,Earth,55 Cancri e
6083,6431_01,Earth,False,F/1334/P,55 Cancri e,20.0,False,24.0,56.0,1.0,,468.0,Melara Kramosley,False,1,549.0,6431,F/1334/P,False,Earth,55 Cancri e,F/1334/P,False,Earth,55 Cancri e,F/1334/P,False,Earth,55 Cancri e,F/1334/P,False,Earth,55 Cancri e,F/1334/P,False,Earth,55 Cancri e
6085,6431_03,Earth,False,G/1038/P,55 Cancri e,27.0,False,30.0,0.0,763.0,0.0,57.0,Adriet Kramosley,False,1,850.0,6431,F/1334/P,False,Earth,55 Cancri e,F/1334/P,False,Earth,55 Cancri e,F/1334/P,False,Earth,55 Cancri e,F/1334/P,False,Earth,55 Cancri e,F/1334/P,False,Earth,55 Cancri e
6087,6433_01,Mars,False,D/193/S,55 Cancri e,53.0,False,83.0,0.0,1590.0,60.0,0.0,Permit Prité,True,1,1733.0,6433,D/193/S,False,Mars,55 Cancri e,D/193/S,False,Mars,55 Cancri e,D/193/S,False,Mars,55 Cancri e,D/193/S,False,Mars,55 Cancri e,D/193/S,False,Mars,55 Cancri e
6088,6433_02,Mars,True,D/193/S,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,? ?,True,1,0.0,6433,D/193/S,False,Mars,55 Cancri e,D/193/S,False,Mars,55 Cancri e,D/193/S,False,Mars,55 Cancri e,D/193/S,False,Mars,55 Cancri e,D/193/S,False,Mars,55 Cancri e
6096,6443_03,Earth,False,G/1046/S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,Rone Cartyernan,True,1,0.0,6443,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e
6094,6443_01,Earth,False,G/1046/S,TRAPPIST-1e,39.0,False,0.0,0.0,710.0,56.0,1.0,Rence Patrichane,True,1,767.0,6443,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e
6095,6443_02,Earth,True,G/1046/S,55 Cancri e,5.0,False,0.0,0.0,0.0,0.0,0.0,Shanie Cartyernan,True,1,0.0,6443,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e
6097,6443_04,Earth,True,G/1046/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Allene Cartyernan,True,1,0.0,6443,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e
6098,6443_05,Earth,False,F/1229/S,TRAPPIST-1e,16.0,False,45.0,0.0,622.0,0.0,564.0,Kimena Cartyernan,False,1,1231.0,6443,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e
6099,6443_06,Earth,False,G/1046/S,TRAPPIST-1e,51.0,False,0.0,10.0,388.0,1380.0,0.0,Denny Cartyernan,False,1,1778.0,6443,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e
6100,6443_07,Earth,True,G/1046/S,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Everly Cochrisons,True,1,0.0,6443,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e,G/1046/S,False,Earth,TRAPPIST-1e
6101,6444_01,Earth,True,G/1041/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Sandie Domington,False,1,0.0,6444,G/1041/P,False,Earth,TRAPPIST-1e,G/1041/P,False,Earth,TRAPPIST-1e,G/1041/P,False,Earth,TRAPPIST-1e,G/1041/P,False,Earth,TRAPPIST-1e,G/1041/P,False,Earth,TRAPPIST-1e
6102,6444_02,Earth,True,G/1041/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Elicey Domington,True,1,0.0,6444,G/1041/P,False,Earth,TRAPPIST-1e,G/1041/P,False,Earth,TRAPPIST-1e,G/1041/P,False,Earth,TRAPPIST-1e,G/1041/P,False,Earth,TRAPPIST-1e,G/1041/P,False,Earth,TRAPPIST-1e
6103,6446_01,Earth,False,G/1047/S,TRAPPIST-1e,20.0,False,810.0,0.0,0.0,0.0,0.0,Billa Yatters,False,1,810.0,6446,G/1047/S,False,Earth,TRAPPIST-1e,G/1047/S,False,Earth,TRAPPIST-1e,G/1047/S,False,Earth,TRAPPIST-1e,G/1047/S,False,Earth,TRAPPIST-1e,G/1047/S,False,Earth,TRAPPIST-1e
6104,6446_02,Earth,True,G/1047/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Nelley Yatters,True,1,0.0,6446,G/1047/S,False,Earth,TRAPPIST-1e,G/1047/S,False,Earth,TRAPPIST-1e,G/1047/S,False,Earth,TRAPPIST-1e,G/1047/S,False,Earth,TRAPPIST-1e,G/1047/S,False,Earth,TRAPPIST-1e
6105,6446_03,Earth,True,G/1047/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Willip Yatters,True,1,0.0,6446,G/1047/S,False,Earth,TRAPPIST-1e,G/1047/S,False,Earth,TRAPPIST-1e,G/1047/S,False,Earth,TRAPPIST-1e,G/1047/S,False,Earth,TRAPPIST-1e,G/1047/S,False,Earth,TRAPPIST-1e
6109,6449_02,Mars,False,F/1231/S,TRAPPIST-1e,36.0,False,636.0,0.0,168.0,1795.0,0.0,Squars Empie,False,1,2599.0,6449,E/430/S,False,Mars,TRAPPIST-1e,E/430/S,False,Mars,TRAPPIST-1e,E/430/S,False,Mars,TRAPPIST-1e,E/430/S,False,Mars,TRAPPIST-1e,E/430/S,False,Mars,TRAPPIST-1e
6108,6449_01,Mars,False,E/430/S,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Gous Empie,False,1,0.0,6449,E/430/S,False,Mars,TRAPPIST-1e,E/430/S,False,Mars,TRAPPIST-1e,E/430/S,False,Mars,TRAPPIST-1e,E/430/S,False,Mars,TRAPPIST-1e,E/430/S,False,Mars,TRAPPIST-1e
6111,6450_02,Europa,True,C/200/P,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,Altaira Unative,True,1,0.0,6450,C/200/P,False,Europa,TRAPPIST-1e,C/200/P,False,Europa,TRAPPIST-1e,C/200/P,False,Europa,TRAPPIST-1e,C/200/P,False,Europa,TRAPPIST-1e,C/200/P,False,Europa,TRAPPIST-1e
6110,6450_01,Europa,False,C/200/P,TRAPPIST-1e,23.0,False,0.0,596.0,57.0,259.0,4666.0,Anyoni Unative,False,1,5578.0,6450,C/200/P,False,Europa,TRAPPIST-1e,C/200/P,False,Europa,TRAPPIST-1e,C/200/P,False,Europa,TRAPPIST-1e,C/200/P,False,Europa,TRAPPIST-1e,C/200/P,False,Europa,TRAPPIST-1e
6115,6452_03,Earth,True,G/1044/P,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,Racyle Woodwardy,True,1,0.0,6452,F/1336/P,False,Earth,TRAPPIST-1e,F/1336/P,False,Earth,TRAPPIST-1e,F/1336/P,False,Earth,TRAPPIST-1e,F/1336/P,False,Earth,TRAPPIST-1e,F/1336/P,False,Earth,TRAPPIST-1e
6114,6452_02,Earth,False,G/1044/P,TRAPPIST-1e,12.0,False,,0.0,0.0,0.0,0.0,Iree Woodwardy,True,1,0.0,6452,F/1336/P,False,Earth,TRAPPIST-1e,F/1336/P,False,Earth,TRAPPIST-1e,F/1336/P,False,Earth,TRAPPIST-1e,F/1336/P,False,Earth,TRAPPIST-1e,F/1336/P,False,Earth,TRAPPIST-1e
6113,6452_01,Earth,False,F/1336/P,TRAPPIST-1e,24.0,False,0.0,854.0,11.0,0.0,0.0,? ?,True,1,865.0,6452,F/1336/P,False,Earth,TRAPPIST-1e,F/1336/P,False,Earth,TRAPPIST-1e,F/1336/P,False,Earth,TRAPPIST-1e,F/1336/P,False,Earth,TRAPPIST-1e,F/1336/P,False,Earth,TRAPPIST-1e
6125,6462_02,Mars,False,F/1233/S,TRAPPIST-1e,21.0,False,899.0,1.0,1686.0,13.0,0.0,Gibers Cure,True,1,2599.0,6462,F/1233/S,False,Mars,TRAPPIST-1e,F/1233/S,False,Mars,TRAPPIST-1e,F/1233/S,False,Mars,TRAPPIST-1e,F/1233/S,False,Mars,TRAPPIST-1e,F/1233/S,False,Mars,TRAPPIST-1e
6124,6462_01,Mars,True,F/1233/S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,? ?,True,1,0.0,6462,F/1233/S,False,Mars,TRAPPIST-1e,F/1233/S,False,Mars,TRAPPIST-1e,F/1233/S,False,Mars,TRAPPIST-1e,F/1233/S,False,Mars,TRAPPIST-1e,F/1233/S,False,Mars,TRAPPIST-1e
6129,6468_02,Mars,True,F/1339/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Guans Crité,True,1,0.0,6468,F/1339/P,False,Mars,TRAPPIST-1e,F/1339/P,False,Mars,TRAPPIST-1e,F/1339/P,False,Mars,TRAPPIST-1e,F/1339/P,False,Mars,TRAPPIST-1e,F/1339/P,False,Mars,TRAPPIST-1e
6128,6468_01,Mars,True,F/1339/P,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Snich Crité,True,1,0.0,6468,F/1339/P,False,Mars,TRAPPIST-1e,F/1339/P,False,Mars,TRAPPIST-1e,F/1339/P,False,Mars,TRAPPIST-1e,F/1339/P,False,Mars,TRAPPIST-1e,F/1339/P,False,Mars,TRAPPIST-1e
6130,6468_03,Mars,True,E/411/P,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Elfs Crité,False,1,0.0,6468,F/1339/P,False,Mars,TRAPPIST-1e,F/1339/P,False,Mars,TRAPPIST-1e,F/1339/P,False,Mars,TRAPPIST-1e,F/1339/P,False,Mars,TRAPPIST-1e,F/1339/P,False,Mars,TRAPPIST-1e
6131,6468_04,Mars,False,D/204/P,TRAPPIST-1e,32.0,True,1179.0,0.0,4.0,0.0,0.0,Unchal Crité,False,1,1183.0,6468,F/1339/P,False,Mars,TRAPPIST-1e,F/1339/P,False,Mars,TRAPPIST-1e,F/1339/P,False,Mars,TRAPPIST-1e,F/1339/P,False,Mars,TRAPPIST-1e,F/1339/P,False,Mars,TRAPPIST-1e
6134,6472_01,Europa,True,B/250/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Mahamak Steary,True,1,0.0,6472,B/250/S,False,Europa,TRAPPIST-1e,B/250/S,False,Europa,TRAPPIST-1e,B/250/S,False,Europa,TRAPPIST-1e,B/250/S,False,Europa,TRAPPIST-1e,B/250/S,False,Europa,TRAPPIST-1e
6135,6472_02,Europa,True,B/250/S,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,Cellah Steary,True,1,0.0,6472,B/250/S,False,Europa,TRAPPIST-1e,B/250/S,False,Europa,TRAPPIST-1e,B/250/S,False,Europa,TRAPPIST-1e,B/250/S,False,Europa,TRAPPIST-1e,B/250/S,False,Europa,TRAPPIST-1e
6138,6477_01,Europa,False,D/196/S,55 Cancri e,23.0,False,0.0,44.0,0.0,3452.0,83.0,Tabih Witeronfus,False,1,3579.0,6477,D/196/S,False,Europa,55 Cancri e,D/196/S,False,Europa,55 Cancri e,D/196/S,False,Europa,55 Cancri e,D/196/S,False,Europa,55 Cancri e,D/196/S,False,Europa,55 Cancri e
6139,6477_02,Europa,False,D/196/S,55 Cancri e,17.0,False,0.0,311.0,6.0,4236.0,557.0,Ranan Witeronfus,False,1,5110.0,6477,D/196/S,False,Europa,55 Cancri e,D/196/S,False,Europa,55 Cancri e,D/196/S,False,Europa,55 Cancri e,D/196/S,False,Europa,55 Cancri e,D/196/S,False,Europa,55 Cancri e
2939,6479_02,Europa,True,A/78/S,TRAPPIST-1e,65.0,False,0.0,0.0,0.0,0.0,0.0,Antonon Oilloody,,0,0.0,6479,A/78/S,False,Europa,55 Cancri e,A/78/S,False,Europa,55 Cancri e,A/78/S,False,Europa,55 Cancri e,A/78/S,False,Europa,55 Cancri e,A/78/S,False,Europa,55 Cancri e
2938,6479_01,Europa,True,A/78/S,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Arid Oilloody,,0,0.0,6479,A/78/S,False,Europa,55 Cancri e,A/78/S,False,Europa,55 Cancri e,A/78/S,False,Europa,55 Cancri e,A/78/S,False,Europa,55 Cancri e,A/78/S,False,Europa,55 Cancri e
6145,6482_03,Mars,True,F/1237/S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Nutch Letie,True,1,0.0,6482,F/1237/S,False,Mars,55 Cancri e,F/1237/S,False,Mars,55 Cancri e,F/1237/S,False,Mars,55 Cancri e,F/1237/S,False,Mars,55 Cancri e,F/1237/S,False,Mars,55 Cancri e
6143,6482_01,Mars,False,F/1237/S,55 Cancri e,26.0,False,414.0,239.0,681.0,352.0,0.0,Chtios Letie,False,1,1686.0,6482,F/1237/S,False,Mars,55 Cancri e,F/1237/S,False,Mars,55 Cancri e,F/1237/S,False,Mars,55 Cancri e,F/1237/S,False,Mars,55 Cancri e,F/1237/S,False,Mars,55 Cancri e
6144,6482_02,Mars,True,F/1237/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Dow Letie,True,1,0.0,6482,F/1237/S,False,Mars,55 Cancri e,F/1237/S,False,Mars,55 Cancri e,F/1237/S,False,Mars,55 Cancri e,F/1237/S,False,Mars,55 Cancri e,F/1237/S,False,Mars,55 Cancri e
6146,6485_01,Earth,False,F/1238/S,55 Cancri e,78.0,False,0.0,213.0,202.0,288.0,0.0,Regory Haydenzier,True,1,703.0,6485,F/1238/S,False,Earth,55 Cancri e,F/1238/S,False,Earth,55 Cancri e,F/1238/S,False,Earth,55 Cancri e,F/1238/S,False,Earth,55 Cancri e,F/1238/S,False,Earth,55 Cancri e
6147,6485_02,Earth,False,G/1053/S,TRAPPIST-1e,24.0,False,0.0,0.0,53.0,652.0,0.0,Benry Haydenzier,True,1,705.0,6485,F/1238/S,False,Earth,55 Cancri e,F/1238/S,False,Earth,55 Cancri e,F/1238/S,False,Earth,55 Cancri e,F/1238/S,False,Earth,55 Cancri e,F/1238/S,False,Earth,55 Cancri e
6151,6490_01,Europa,True,C/201/P,55 Cancri e,57.0,False,0.0,0.0,0.0,0.0,0.0,Errairk Ineded,True,1,0.0,6490,C/201/P,False,Europa,55 Cancri e,C/201/P,False,Europa,55 Cancri e,C/201/P,False,Europa,55 Cancri e,C/201/P,False,Europa,55 Cancri e,C/201/P,False,Europa,55 Cancri e
6152,6490_02,Europa,False,C/201/P,55 Cancri e,29.0,False,0.0,889.0,0.0,4921.0,290.0,Phecca Ineded,False,1,6100.0,6490,C/201/P,False,Europa,55 Cancri e,C/201/P,False,Europa,55 Cancri e,C/201/P,False,Europa,55 Cancri e,C/201/P,False,Europa,55 Cancri e,C/201/P,False,Europa,55 Cancri e
6154,6490_04,,False,C/201/P,TRAPPIST-1e,42.0,False,0.0,1972.0,0.0,108.0,5.0,Marga Ineded,True,1,2085.0,6490,C/201/P,False,Europa,55 Cancri e,C/201/P,False,Europa,55 Cancri e,C/201/P,False,Europa,55 Cancri e,C/201/P,False,Europa,55 Cancri e,C/201/P,False,Europa,55 Cancri e
6153,6490_03,Europa,False,C/201/P,55 Cancri e,27.0,False,0.0,6924.0,849.0,149.0,1166.0,Tabiton Ightive,True,1,9088.0,6490,C/201/P,False,Europa,55 Cancri e,C/201/P,False,Europa,55 Cancri e,C/201/P,False,Europa,55 Cancri e,C/201/P,False,Europa,55 Cancri e,C/201/P,False,Europa,55 Cancri e
2944,6491_02,Earth,False,G/1054/S,TRAPPIST-1e,27.0,False,12.0,27.0,6.0,740.0,0.0,Nelle Patteraley,,0,785.0,6491,F/1239/S,False,Earth,55 Cancri e,F/1239/S,False,Earth,55 Cancri e,F/1239/S,False,Earth,55 Cancri e,F/1239/S,False,Earth,55 Cancri e,F/1239/S,False,Earth,55 Cancri e
